,subway_station,department_store,embassy,beauty_salon,police,courthouse,cemetery,pharmacy,local_government_office,shopping_mall,city_hall,rv_park,shoe_store,bank,bowling_alley,bar,university,car_dealer,movie_theater,taxi_stand,jewelry_store,church,convenience_store,campground,lawyer,parking,post_office,hindu_temple,hardware_store,meal_takeaway,movie_rental,gas_station,funeral_home,aquarium,restaurant,home_goods_store,casino,veterinary_care,airport,bus_station,museum,night_club,electrician,mosque,amusement_park,lodging,florist,liquor_store,hospital,car_rental,stadium,store,hair_care,transit_station,meal_delivery,gym,park,dentist,library,book_store,painter,roofing_contractor,moving_company,clothing_store,furniture_store,physiotherapist,atm,art_gallery,car_wash,locksmith,spa,accounting,cafe,car_repair,synagogue,real_estate_agency,electronics_store,doctor,bicycle_store,storage,zoo,train_station,fire_station,laundry,insurance_agency,plumber,pet_store,bakery,travel_agency,highSales,lowSales
city_hall,-0.0025777048749501307,0.08289956709807021,0.01831610763643582,0.11541613364984946,0.17073455148378305,0.1990399600007847,0.04375075631760315,0.1735299267827642,0.5487838590160375,0.00530662683456738,1.0,,0.14400359455884276,0.22349809894881667,-0.027390761966216506,0.08422225057948377,-0.028776541783246196,-0.059100377243808046,0.09002246512423548,0.0016248160000061776,0.13600569751134253,0.17307283628978132,-0.02905567345739526,-0.039914380948139594,0.14558682201185205,0.059143120612574526,0.11471494832349992,,0.050354284723907065,0.15152799182815238,-0.03453466771404727,-0.03371745147870686,0.04367512012955308,-0.019901573485839624,0.13068531549257315,0.07273473843521562,0.07352649122025828,0.14572967367112102,0.016806055136059195,0.07220999084346454,0.23505072129720767,0.09289719764377531,0.10374157045627397,-0.028845073886435757,0.030899439533621186,0.2148322485234589,0.21938753377505868,0.12924192820409444,0.07592278763646848,0.01906361249696221,0.015829682154538588,0.07256850324970329,0.09875090992381558,0.07061771644761962,0.054387356419464204,0.039321994018188325,0.04806184464638536,0.2205307878892999,0.16253284001119292,0.1559597385058046,0.06585526587443745,-0.06418023200025376,-0.09493371157799903,0.16246903451596537,0.1457439044343864,0.1104326889414567,0.20822943246149928,0.11063514127518666,-0.04261911291849986,0.03730825511484558,0.10844933322081331,0.08281863976547733,0.133096156016149,-0.06514266458394434,0.006112370279018265,0.10936673025921984,0.1650027825073886,0.17936465973115995,0.06092883684106032,-0.055777232664840456,-0.028171220125746535,0.025456013971032632,0.12149851108976426,0.029366622352257035,0.1816658557541039,-0.03399574470439752,0.02039417607096064,0.12819081961560552,0.1565875439549358,-0.10213568044801723,0.10213568044801723
rv_park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoe_store,0.040483909184362246,0.442634849902924,0.21099414710755454,0.3439126009730803,0.2097058588174478,0.1952281455089961,-0.061232518429469474,0.44100136386470695,0.36420451015655914,0.48468256280235833,0.14400359455884276,,1.0,0.3054007214976595,0.006621336172963149,0.32761346759663684,0.27535755777183824,0.10507151104911572,0.3598996525516713,0.061442360515522314,0.5713648527739895,0.2302308190619611,0.15250905664069303,-0.08232295378571002,0.45370836122461866,0.3732196425615122,0.21728579346586174,,0.1360204575669416,0.45471791354541724,0.028546372579531028,0.04053712631938363,0.11929315166631317,-0.04104676749130546,0.24121985389957298,0.37981562726006857,0.04740777105169279,0.12105370288657902,0.0041641961058918354,0.139535940767495,0.2711310695300997,0.3331267188728329,0.08206871689962901,-0.04358303729621977,-0.021340492122561623,0.2996254311816697,0.32999419539681674,0.3844643546646401,0.2623843059279413,0.1554027422919855,-0.037171059482930154,0.14967170722465686,0.29647715928150886,0.1213631669982095,0.1154996389300635,0.31068175321383357,0.25723032073184926,0.376376878945302,0.23475891317191652,0.4911576834109429,0.011312678559406087,-0.022173755105399973,0.06717003765712037,0.5539153033588905,0.38736205845110167,0.276208283530701,0.4145420636180808,0.30505751962073335,0.005159792509815262,0.33016703374929013,0.3691892129236176,0.3507165093870177,0.37351541768919394,0.008282030717822495,0.10144596255836662,0.23837993799401183,0.4192719442693494,0.24690589094739498,0.25341664741425973,0.0722916127378239,-0.05810281901934444,0.002251560958655477,-0.03687224803770543,0.2969777133477392,0.4002886684696167,-0.005268638948113663,0.1498874347846402,0.3094550933126515,0.42629122849500123,0.14461216485911907,-0.14461216485911907
bank,0.07061927255325988,0.26351618988863673,0.14763160016168003,0.3654725307947803,0.20156462862460686,0.13769767065938615,0.01831345752890277,0.46215848731475156,0.3980001563704748,0.2347120040123619,0.22349809894881667,,0.3054007214976595,1.0,0.031974238761117026,0.3202324862864806,0.10770829674871953,0.005395698841808777,0.27872891300693553,0.029094834014690568,0.39575613077874316,0.28706728674182064,0.03771493169441158,-0.1296669686069173,0.39631460167134425,0.2807963687980216,0.45353229703999964,,0.023024957378429942,0.3404685541892009,-0.00419963624326176,-0.01667898705533452,0.10937388981757316,-0.06465280540789345,0.3019512174558741,0.2361884850889236,0.057552718686492574,0.19025278285463137,0.05755271868649249,0.2151510791983717,0.2894978351381942,0.22013587987647804,0.17526882353011872,-0.07054212427133694,-0.004199636243261743,0.362418734057883,0.39591011684788774,0.307141817580541,0.2474025790067637,0.08470554719216003,-0.07001465407682617,0.20956460526194007,0.4057534903708712,0.24842995969839374,0.2214306323492181,0.3159062652391461,0.11999004335943181,0.4463623072744021,0.29614187548041754,0.3327398225442306,0.08777403299694775,0.010994361240574124,0.0600205699759937,0.3736705932749281,0.206535777254919,0.41661026819160735,0.5907636407405651,0.26853762287250976,-0.10173264697324275,0.204596150797677,0.30321799939998717,0.2655840630911066,0.35436541414034756,-0.023467481985561076,0.06440600391265577,0.34944146294886697,0.34662193824054477,0.39825900808535686,0.11748041703640917,0.09707429073581676,0.04062020425818317,0.12986312949104126,0.07397743796534385,0.2452865578699099,0.4229535715389212,0.10770443279234744,0.12312703175559245,0.4304933485331918,0.38183011349673684,0.04816054589110935,-0.04816054589110935
bowling_alley,-0.014560190658208799,0.045618355126691386,-0.0016686888595784264,0.027955794837332376,-0.02958269166294925,-0.0321222605468783,-0.026231311454981195,0.010238330728166076,-0.004130327621907023,0.0299745324665089,-0.027390761966216506,,0.006621336172963149,0.031974238761117026,1.0,0.09902538258826345,0.11347451231350736,0.049719219696047756,0.07044609968229716,-0.032122260546878265,0.05217967578945044,0.09500222803103253,0.017116940144981635,-0.011866145411532017,0.01847974286725455,0.056687413071490354,-0.014399299635098436,,0.0026094188919292124,-0.005600821197986903,-0.010266810585544612,-0.0434008968601767,0.053630290017517054,-0.00591653833258988,0.038851434494290495,0.04378325435620574,-0.011866145411532062,0.012285902336679266,-0.011866145411532095,0.033898776292665814,0.03181089373378495,0.012769995155845587,0.07146161630080876,0.037029926348437305,-0.010266810585544591,0.11389336290235587,-0.008665822268237379,-0.009186093681803262,0.03877904295206121,0.008283153665626063,-0.017882822232191876,0.021573888693827883,0.019234326202820694,0.028307956902290446,-0.004954959730555531,-0.007131993656089192,0.03683936600739938,-0.020562758520529634,0.03242872201130531,0.054135982305063834,0.11771648721960737,0.09177788727679267,0.020873537417723336,0.03592450840420752,0.0346411120438622,-0.022861050802677627,0.019110849874734933,0.04618238418990775,0.07542324510143233,-0.003126647419965352,0.030759190387572365,0.10211446738891485,0.07422516753381031,0.008154215277652496,-0.013279146932509029,0.0306596347040433,0.0630855071060396,-0.0012808381760420157,0.0374824584032788,0.02004916025441757,-0.008375021395589727,-0.012792574605265124,0.08661855860486133,0.06466416764385273,0.0005087463187953379,-0.05036728900908423,0.020944854315659917,0.015428747299845884,0.04655190740946556,4.231898886404438e-17,-4.231898886404438e-17
bar,0.02678530791523594,0.2956826072986489,0.24034444119530812,0.28945007820189894,0.16774501929801125,0.19875591443888624,-0.005527755013337508,0.3532526939056842,0.31583056713538266,0.23029866823384454,0.08422225057948377,,0.32761346759663684,0.3202324862864806,0.09902538258826345,1.0,0.282593333961958,0.08320220368381775,0.38060584750909265,0.13171769220465876,0.4484243413307709,0.32068543164574487,0.04401890507670031,0.03627511334983514,0.400950686098228,0.36740481528019814,0.14958679667042404,,0.05619239447853859,0.4094919646934678,0.06888234112569144,-0.011658505815634716,0.14421724621193716,-0.04673811606394988,0.2643417231908933,0.26876398350133623,0.07961263814831059,0.14292104498437552,-0.0070624114486405425,0.15596185692003695,0.3018407886940893,0.48585763264124215,0.157368537339814,0.05449697755226728,0.018887093534463613,0.44593284710330194,0.28899472433512335,0.31739672973706046,0.24968629922454041,0.18375122342950342,0.03289770794399794,0.146180736724826,0.2580948402205725,0.18602570668981097,0.21963788026554973,0.35297754184856495,0.3009508046706031,0.3023880834030588,0.2741426221431466,0.38770854751057304,0.10751285642572792,0.04791991441187468,0.15017088715169769,0.4221482204117947,0.3316985583793269,0.271065454211674,0.3066351497504085,0.34944882815774425,-0.029069419679863318,0.2548413409419786,0.3724595108390889,0.3583486479783433,0.4639714461768325,0.0495243959315984,0.08909278312303968,0.3394018749668862,0.3637142347156394,0.30236404091081115,0.18989925964761142,0.17511657518689033,-0.06615907816721575,0.012569687102956828,-0.019828093309545963,0.28081365144269255,0.36819526925326285,0.0849923432823105,0.1470966224154016,0.35971152194343115,0.41719955084130894,0.1189139244652527,-0.1189139244652527
university,0.17276763666368308,0.4145866296238301,0.4018366021063985,0.19503117100470663,-0.03558294399936472,0.037108518478353864,-0.0118936387434224,0.22221250293201064,0.2695519772021068,0.2874596549453278,-0.028776541783246196,,0.27535755777183824,0.10770829674871953,0.11347451231350736,0.282593333961958,1.0,-0.02106985774060899,0.29022145006824657,-0.013239722673181053,0.3051668789291218,0.25803245061071384,0.095906335462694,-0.03278921790045661,0.35519720841470626,0.3619493179708217,0.06787531176383552,,-0.02714540007388346,0.31970998624283403,0.046726801219659095,-0.034774930589562825,0.11681198777647225,-0.016348920215924115,0.107356526251613,0.17099650675206704,0.032307023519567296,0.00998503366584598,0.03230702351956805,0.09367105524754675,0.14668425707059005,0.3486221403444589,-0.008628804090441398,0.08065478114260692,0.04672680121966035,0.2465561423739747,0.13265531604075537,0.2781649989899652,0.3674466482903159,0.22888488302293944,-0.005813511360763088,0.059614214457092085,0.143816024463679,0.07822218041284663,0.10047387544269284,0.282115869432836,0.28585976801667634,0.2186610219594399,0.19757584611566875,0.3535803131962215,-0.000765367039849263,0.03710851847835214,0.15876339415193258,0.2019878657279239,0.2991736531437655,0.17809968187048214,0.16209576881293858,0.317466719761688,-0.054580584903610084,0.2438437476282214,0.34811745028363517,0.28686126155980635,0.24931250074075495,-0.06693388320454553,0.1964192458031459,0.18205888717681867,0.2080266461480459,0.1594760622326188,0.03877090093632153,0.1559607893893668,-0.023142342516222696,-0.003909203492903093,-0.04332115848933234,0.20336131295270257,0.24700683608352939,-0.03556197466501896,0.03949187953720331,0.17572309431366606,0.263288848463397,0.12279967718950387,-0.12279967718950387
car_dealer,-0.06029230406893137,0.057074390441470745,0.14573554356237522,0.08166494982310255,0.020045289172501205,0.003023070273249585,-0.015071849008969733,0.07525781356619612,0.010883903321863132,0.06958330061292567,-0.059100377243808046,,0.10507151104911572,0.005395698841808777,0.049719219696047756,0.08320220368381775,-0.02106985774060899,1.0,0.08775417449485591,-0.03584497609710234,0.07429259002106095,-0.0011536504253259951,0.15275111550644668,0.0011167393216085797,0.05043546906965778,0.04827335334348959,-0.07046717400805504,,0.05206211481537576,0.10618689495313934,-0.042513843408554235,0.11782633974606119,0.0343211001534445,0.07572664798500409,0.06215815605080579,0.1020529932868829,-0.04913653015078539,0.04624972900628848,0.0011167393216085376,0.06627509162965192,0.02962253774711104,0.07647830072173027,0.0745553233933516,0.04460719968121891,-0.042513843408554096,0.024360594480470617,-0.0013432629308043236,0.08462085577970671,0.007943136608787617,0.10913546327250745,0.06058717491783827,0.08933533135737007,0.10619658045275734,0.09542325016704017,0.04873024132204021,0.08265370319895353,-0.018348449707225774,0.09635207085811097,-0.005893346894450664,0.0759590154204368,0.07444725843976624,-0.03584497609710249,0.11813720177063322,0.08790353173506359,0.11583024763844092,0.023358980461066103,0.08306023784804607,0.1040908447304191,0.2528120931060357,0.067560512655631,0.10970762924516056,0.120353084983423,0.14749242730584353,0.33593129962030005,-0.0549876291749981,0.09601697274829168,0.0493550723333237,0.05327932022901977,0.012827366877575724,0.09029944823242976,-0.03468013217821608,-0.059907400137207634,-0.10032974887322878,0.06773575304347099,0.04519760438309997,0.058066654760653064,0.08318249398043577,0.0873215208497603,0.08881612079385419,0.14650817883192294,-0.14650817883192294
movie_theater,0.1255280885941317,0.40021272241842715,0.3212563539742324,0.2665977478232167,0.1273201313236118,0.09470039207420922,-0.04376766893499297,0.28177702816277733,0.31255907706027886,0.2767333237471105,0.09002246512423548,,0.3598996525516713,0.27872891300693553,0.07044609968229716,0.38060584750909265,0.29022145006824657,0.08775417449485591,1.0,0.17880929292958994,0.39984629973443453,0.25006142260955805,0.08742142637449896,0.011680133357007905,0.3957905500116928,0.39561658986844406,0.09872630336084626,,-0.0001771388967055881,0.3624769745351457,0.08851347753710992,-0.004540683247683335,0.12414655070071033,-0.021286962019405067,0.13978258298841378,0.24107399950740555,0.0660531679499746,0.06672171161734311,-0.04269290123595845,0.061835440878371735,0.3456279242871738,0.46299473389724577,0.12800054631269156,-0.01608803325519392,-0.03693869535013242,0.343352672761114,0.2771464263539742,0.3155745740786398,0.344392021238259,0.27271409832408217,-0.06434014896170087,0.07762014262744671,0.18149384879689254,0.07826435089326474,0.11612987260293482,0.2544560780549469,0.3049845098852836,0.2374484066167662,0.19455866391540494,0.4453419627525838,0.013105429996232898,-0.010435733995019568,0.1252324266668526,0.3008486932682273,0.3431249261295439,0.26094245539919153,0.24071350328547986,0.3975976128268204,-0.07329405968325081,0.2615352596308727,0.3877793544312401,0.33603779507852544,0.32147114591683196,-0.026708507738483545,0.1469358987883776,0.22509163769299925,0.28327960450293993,0.20902530214764095,0.16192114105397468,0.1613787594520991,-0.030132275384343397,0.025253553273626085,-0.05880050900585259,0.22234732766023407,0.2908963108322958,0.09285141083554253,0.1214242270838573,0.3070965802303169,0.314865793708792,0.13986964007954472,-0.13986964007954472
taxi_stand,-0.024788430610565765,0.04682702160901961,0.05742694805194869,0.07696658217183973,-0.002877939157233431,0.09598214285714475,-0.044658278115290044,0.11297094178312961,0.023481187217987337,0.102062072615965,0.0016248160000061776,,0.061442360515522314,0.029094834014690568,-0.032122260546878265,0.13171769220465876,-0.013239722673181053,-0.03584497609710234,0.17880929292958994,1.0,0.07526459948807347,0.05441002017184512,0.03575312410344978,0.0772000145777162,0.13258728266406344,0.1507202945578063,0.031518664575779815,,0.010154246803867001,0.10748866730998592,-0.01747903772455836,0.019993534867225844,-0.04369571825444406,-0.010072787050317177,0.03425303036646108,0.07060158816502572,0.17460190212903998,0.029880715233360076,-0.02020187297360775,0.05771198218754591,0.01384474996823881,0.07129242046361578,0.03116035885331697,-0.009906710304291546,-0.01747903772455836,0.14290766627637574,0.01872068490275896,0.0659735108099875,0.13717292378910442,0.2014557410063445,-0.030445143777965863,-0.01775913006275719,0.07484811885651194,0.048193725059753244,-0.020637383726741534,0.08821589327016156,0.040387813414049616,0.09291512378175842,0.06989544741400355,0.07421111483717874,-0.02977519148328628,-0.0546874999999999,0.02135707719942089,0.07188373887831355,0.045594731353117465,0.07188373887831327,0.005915606553503632,0.017203569204890225,0.07412902703408404,0.02342143805014036,0.10371943019564689,0.04043879707459412,0.0532546006688816,0.030615621039948162,0.06459279866609882,0.09075051054017984,0.04976505860704087,0.0524901844227108,0.060083789936944354,-0.0034829888285961533,-0.014258304825804773,0.1596719157829305,-0.02025636636100515,0.03624062303265747,0.08438584127276544,0.01760922972445406,0.008150443788464358,0.08565931310548665,0.037568304011079225,0.06681531047810632,-0.06681531047810632
jewelry_store,0.054618969397502416,0.4481679631413324,0.28218798994587657,0.3658024179156539,0.16637727171177363,0.19400424308778857,0.0031376201660166954,0.3963564570852834,0.33204460257775137,0.4111932869662844,0.13600569751134253,,0.5713648527739895,0.39575613077874316,0.05217967578945044,0.4484243413307709,0.3051668789291218,0.07429259002106095,0.39984629973443453,0.07526459948807347,1.0,0.29008638670975834,0.11493835519078924,-0.07245534041614167,0.5037244838740249,0.4071688610811625,0.150218083494027,,0.1149623726958307,0.519146081291022,0.03851341142058901,0.03018479932346204,0.17416091860460006,-0.036126710410638724,0.20850621384106774,0.394158038466313,0.059133954958465185,0.05887094125320581,-0.028592241957938934,0.15848205474824756,0.33286994085581034,0.4049704620111112,0.12388833566749648,-0.05313002342634996,-0.012088151029819902,0.3509799018145661,0.3880126654017758,0.44806056014203316,0.3531505131466173,0.15536105508431902,-0.05043466683169803,0.1317313580105037,0.27860475308577803,0.15382447745549566,0.17488353319493052,0.35190189620033174,0.3154481249199528,0.4121137466276611,0.3368983011907604,0.5448198845732654,0.06588310479471568,-0.00954943165458029,0.11042681635869331,0.4414862154586586,0.42393382072778224,0.3368601526499431,0.3872763198079844,0.39263135059594806,0.008345651437436133,0.3267126194449118,0.4152194526958578,0.43300535645280963,0.39286099541828645,0.00834486367912164,0.11526177697149838,0.2576206038544617,0.40385919700544226,0.27246784515716427,0.24398489934080295,0.10548150161401833,-0.051138344016936836,-0.0720593509821194,0.010034278758643055,0.43225645602752466,0.37546050783720136,0.029909829691233444,0.18518306209882507,0.360883597085554,0.4140897245671941,0.14668393243203007,-0.14668393243203007
church,0.11588069956017583,0.24690994401539398,0.23769657629244645,0.2858804982730981,0.15279627731904677,0.13826107865585274,0.08767809937250932,0.23202418060636176,0.27136322633450843,0.20447945297729656,0.17307283628978132,,0.2302308190619611,0.28706728674182064,0.09500222803103253,0.32068543164574487,0.25803245061071384,-0.0011536504253259951,0.25006142260955805,0.05441002017184512,0.29008638670975834,1.0,0.046281946139004264,0.007709347531418817,0.27313998597215855,0.2890034882965371,0.16449417975060393,,-0.015681712692375296,0.28275226362104205,0.03168378934071333,0.011030098373793222,0.10627177700348335,0.04708816093480054,0.20193193339400323,0.15654854015143538,0.05107442739564891,0.05986545392310663,0.007709347531418864,0.12983377076385186,0.29015807128283344,0.264924630955202,0.12668235252189808,0.09142067059290683,0.08171082514183887,0.33466228664376013,0.25525975460915806,0.22477059418716636,0.26324505027270373,0.08744944173605973,-0.002904584569150874,0.1436680697657764,0.26971397705176225,0.1697031253406061,0.18248845378335604,0.20569891610085614,0.2502971847797801,0.21427891886245715,0.2780705481932104,0.2805746431657359,0.12007287350083487,0.05441002017184532,0.11585630615293771,0.2646955626099001,0.21132543512533944,0.2726523430490774,0.25594259517167195,0.3126719741425531,-0.02936759410536475,0.20587832255251742,0.2962885014844545,0.27205848202577815,0.297435944209466,0.009602142481803962,0.1056852119744713,0.24803815846503122,0.25652009340944565,0.28355550666957646,0.1632696136047761,0.10001947567182339,-0.055772196437432565,0.024019488730002918,0.05411100136275502,0.24156805032014936,0.2934268953235241,0.07874033903919032,0.05375048623555675,0.31117432481694274,0.2496884104727333,0.08180530384641234,-0.08180530384641234
convenience_store,-0.02874894196613666,0.14613585662027265,0.052004544150472974,0.029419266163225027,0.0419925650661014,0.0688125196785571,-0.012009006716376749,0.05282479131240256,0.06920974195954346,0.1103709012366357,-0.02905567345739526,,0.15250905664069303,0.03771493169441158,0.017116940144981635,0.04401890507670031,0.095906335462694,0.15275111550644668,0.08742142637449896,0.03575312410344978,0.11493835519078924,0.046281946139004264,1.0,-0.023429578211294586,0.043884283826312785,0.10399882215991138,-0.0007684125499489612,,0.06280199275142818,0.0843128711928301,-0.0202717085668608,0.19239734298827055,0.018316529920736672,0.15881398667856547,0.04872232464278047,0.0812645172913868,-0.0234295782112947,-0.0426160796596036,-0.023429578211294804,0.06693277411250304,0.08210901864683248,0.09044904450685178,0.014600329901677752,0.04821650807761815,-0.020271708566860808,0.01602347877522304,0.07837132598352431,0.16716229667438162,0.11272292050127246,0.10387634516351645,-0.035309442754731704,0.042597414319781556,0.05234801684449431,0.05589376054667322,0.09016699341195707,0.08133876648053168,0.10866985518995582,0.04984156269367368,0.0511405904703533,0.06749623371925455,0.08769519383385768,0.10187191525366479,0.03291788767917644,0.10857735945775998,0.09482273311633974,0.030150695322941855,0.07778616433911602,0.11140179509445741,0.256106825225155,0.13077877037379534,0.06824542096646927,0.1107262603096672,0.11141712374720969,0.1262468081082964,0.0503131612233819,0.11129222746119663,0.07239506371725157,0.04176269860423702,0.09364739300776218,0.01069914978217444,-0.016536390883810977,-0.007563987440446893,-0.06577977881284297,0.10337324699304046,0.06697666357705939,0.03662167186849968,0.050408870456952734,0.06265966685134534,0.12850207539187194,0.02199056562771239,-0.02199056562771239
campground,-0.009156986997206911,-0.039659213591243636,0.04145319389389663,0.008087517099354881,-0.04093039194126269,-0.020201872973607524,-0.016497021471179738,-0.0301613721821898,-0.07273242514768184,-0.009425577263592408,-0.039914380948139594,,-0.08232295378571002,-0.1296669686069173,-0.011866145411532017,0.03627511334983514,-0.03278921790045661,0.0011167393216085797,0.011680133357007905,0.0772000145777162,-0.07245534041614167,0.007709347531418817,-0.023429578211294586,1.0,-0.03196054331145493,-0.011076050511852023,-0.07244641371678186,,0.04595019611266217,-0.0035223884142432512,-0.006456855767998666,0.007385725287882737,-0.026982716359965773,-0.0037209447219329703,-0.058030486069244484,0.04790429305448931,-0.0074626865671641165,-0.03863337046431281,-0.007462686567164123,0.021319133864373587,-0.05580635727478569,-0.0018252551885140924,-0.05039993624711662,-0.01863066560266538,-0.006456855767998737,0.07162818589720962,-0.09200857162286187,-0.014952718620628313,-0.0530805513198482,-0.026046613053531467,-0.011246608955715573,0.01356794171765817,-0.08467604260935369,0.017803035644016103,-0.04518493554770796,-0.004485351511255501,0.1386544868346616,-0.1231946604643601,-0.05555772616078629,-0.05880746691765547,-0.02369042259141737,0.17460190212903864,-0.03576108474014319,-0.03286273214515373,0.00448535151125552,-0.07907594922427606,-0.04698306087036491,-0.0007353003790168239,0.06497823187740968,-0.04443988076662296,-0.02491850691939604,-0.06287544204722223,0.0196725518257916,-0.08141069129758818,-0.008351331287439177,-0.013948694765107862,0.011729951346315435,-0.06605316794997453,-0.05357484544349016,-0.03602580371650051,-0.00526709875035227,-0.07755691539793112,0.07333160399163596,-0.05481293851216851,-0.042873764070081116,0.03514086812662507,-0.02239297529265973,-0.02643292933930544,-0.06953230555280351,0.043193421279067105,-0.043193421279067105
lawyer,0.049912221490183956,0.3771502457729316,0.29091570186999605,0.38990035223186736,0.20378428085765396,0.20000454503562062,-0.08586415928153573,0.4230102333014918,0.36357599282269915,0.3001024419800509,0.14558682201185205,,0.45370836122461866,0.39631460167134425,0.01847974286725455,0.400950686098228,0.35519720841470626,0.05043546906965778,0.3957905500116928,0.13258728266406344,0.5037244838740249,0.27313998597215855,0.043884283826312785,-0.03196054331145493,1.0,0.4498291013504169,0.21076230401759666,,-0.014056535230416225,0.4804879889525808,0.035194547652063965,-0.06776272576428978,0.14707537706193344,-0.03766628887890325,0.21879968731106517,0.34394093846052437,0.09878713387177103,0.12033136751923788,0.011622015749620282,0.13548295058105547,0.3861757289577477,0.4121713985674187,0.16098020065290491,-0.02538766049229457,0.035194547652064,0.4056369571574167,0.3567260976776575,0.4241869164380307,0.442928019941275,0.18253663072083987,-0.026272361549042157,0.1373452309616506,0.29409157659627155,0.12350476516366751,0.1704622654035048,0.3961641829383662,0.3461043377141666,0.47805306825686067,0.34116280820288475,0.505317716645172,0.07916898063856136,0.014607073513837618,0.12442697995097439,0.363049467332891,0.3672252375851851,0.33106273012294435,0.33266405045301,0.3833289623377611,-0.06324616036942128,0.27591511659929274,0.4255986937615083,0.45529752469673135,0.3821842264137671,-0.007986453485608768,0.11055054697457098,0.3236088286822231,0.35648764176234427,0.34749281253007813,0.20024349952491247,0.17182091752803877,-0.05331765933394932,0.026812883758161366,0.032629423307366526,0.3125384909199082,0.4741130025464848,0.09557891158346984,0.09641553056644017,0.3733538692123129,0.39584025747169266,0.17937941173234817,-0.17937941173234817
parking,0.15841677835507828,0.4536353539828062,0.3637925017035592,0.24538509583292445,0.13858253814987814,0.11457954897112069,0.02444445604419878,0.27140492597817106,0.3067986650370332,0.3663462278623183,0.059143120612574526,,0.3732196425615122,0.2807963687980216,0.056687413071490354,0.36740481528019814,0.3619493179708217,0.04827335334348959,0.39561658986844406,0.1507202945578063,0.4071688610811625,0.2890034882965371,0.10399882215991138,-0.011076050511852023,0.4498291013504169,1.0,0.19698787490529737,,0.003120706620864221,0.3697102962604735,0.0577987095287205,-0.05136866227003234,0.07258609109087151,-0.028821025991319825,0.1280592003215075,0.16320954546737784,0.08237812568190063,0.09855190778568677,0.08237812568190071,0.11345704695647087,0.27978625519721695,0.4087244337050641,0.06187933264323618,0.06956070884251297,0.0038931773257687105,0.35909790318226675,0.26691610976115626,0.3459253553386517,0.3344228417003655,0.2186601193473177,-0.024516541247804356,0.10509212850928559,0.18009733769823685,0.11762783951981427,0.13781170632105755,0.3223352424571905,0.3419303148437992,0.25611471634944094,0.2918331054655294,0.44889679113351244,0.024585304945430268,0.02422768500440721,0.08580803917511426,0.26416379899573217,0.24738323420741448,0.21272187636403464,0.24269310392212387,0.37413725823192506,-0.013411200281462091,0.24677427578572705,0.46599306457089484,0.3972145866300796,0.3423629952603116,-0.02851255109061185,0.10264583539354308,0.21819470841587751,0.3047140004193856,0.20963308015410817,0.12175778939851982,0.09315331143329138,-0.04079694844375241,0.10049671074484,-0.022350679132798815,0.35485263478392687,0.3270235545482965,0.014967231669040463,0.12347213017022364,0.2771190937221992,0.3300893264327942,0.18030171691724967,-0.18030171691724967
post_office,0.07778257931976124,0.09113138066301314,0.020375702352019093,0.2278559301370985,0.11689564532472603,-0.003502073841753245,-0.007375333815492155,0.29321239272594235,0.2080394399163246,0.12454411962617751,0.11471494832349992,,0.21728579346586174,0.45353229703999964,-0.014399299635098436,0.14958679667042404,0.06787531176383552,-0.07046717400805504,0.09872630336084626,0.031518664575779815,0.150218083494027,0.16449417975060393,-0.0007684125499489612,-0.07244641371678186,0.21076230401759666,0.19698787490529737,1.0,,-0.028543566817261713,0.16592206222494127,0.05484674119159818,-0.004286370449194598,-0.030014340854967816,-0.05869867168666571,0.2668497539979944,0.19727846846243927,0.01811160342919507,0.06771660002444913,0.01811160342919551,0.2528611997809354,0.0651642925374107,0.12403473458920852,0.1651687546569266,-0.011303946105083824,0.002611749580551975,0.2054453509033286,0.25247756421769557,0.17856119500723502,0.13752843318557162,0.06672584046432822,0.004549168709684552,0.1887072511808461,0.25715299829087634,0.2808465651570381,0.09075459219662525,0.18194746295470465,0.033304794225545754,0.2948582130307686,0.19030663827929978,0.10725096016412707,-0.004392023948288405,-0.0035020738417532783,0.007140993665124813,0.2085296691313409,0.0746451130070587,0.25837739880417276,0.46538423873053053,0.09770361033612265,-0.059137213356523124,0.10069516082720974,0.1420392411260189,0.15055580802128204,0.22739279772853563,-0.0474503324587277,0.030402456077170473,0.22551973827126345,0.1829491658576299,0.29226895747419107,0.11702135834702532,0.010929124924699366,0.044740538176943734,0.29171300443402404,0.1101734478391994,0.1223004204309084,0.21858830037770768,0.08888890492094158,0.030370237173637557,0.2529519043788534,0.22123437377092434,0.003882536432303077,-0.003882536432303077
hindu_temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
